title,description,department
The classroom whiteboard is completely dead,The classroom whiteboard is completely dead. in the basement.,ACADEMIC
the classroom whiteboard is completely dead,the classroom whiteboard is completely dead. in the guest house.,ACADEMIC
the classroom whiteboard is completely dead,the classroom whiteboard is completely dead. in the gym.,ACADEMIC
The classroom whiteboard is completely dead,The classroom whiteboard is completely dead. near the cafeteria.,ACADEMIC
The classroom whiteboard is completely dead,The classroom whiteboard is completely dead. near the cafeteria.!!!,ACADEMIC
the classroom whiteboard is completely dead,the classroom whiteboard is completely dead. near the tennis court.,ACADEMIC
The classroom whiteboard is completely dead,The classroom whiteboard is completely dead. on the 3rd floor.,ACADEMIC
The classroom whiteboard is completely jammed,The classroom whiteboard is completely jammed.,ACADEMIC
the classroom whiteboard is completely jammed,the classroom whiteboard is completely jammed. in room 302.,ACADEMIC
The classroom whiteboard is completely jammed,The classroom whiteboard is completely jammed. in the auditorium.,ACADEMIC
The classroom whiteboard is completely jammed,The classroom whiteboard is completely jammed. in the basement.,ACADEMIC
The classroom whiteboard is completely jammed,The classroom whiteboard is completely jammed. near the cafeteria.,ACADEMIC
The classroom whiteboard is completely jammed,The classroom whiteboard is completely jammed. on the 3rd floor.,ACADEMIC
The classroom whiteboard is completely jammed,The classroom whiteboard is completely jammed. on the 3rd floor.!!!,ACADEMIC
The classroom whiteboard is completely jammed,The classroom whiteboard is completely jammed. outside the main gate.!!!,ACADEMIC
The classroom whiteboard is dangerously loose,The classroom whiteboard is dangerously loose.,ACADEMIC
The classroom whiteboard is dangerously loose,The classroom whiteboard is dangerously loose. in the basement.,ACADEMIC
The classroom whiteboard is dangerously loose,The classroom whiteboard is dangerously loose. in the chemistry lab.,ACADEMIC
the classroom whiteboard is dangerously loose,the classroom whiteboard is dangerously loose. in the guest house.,ACADEMIC
the classroom whiteboard is dangerously loose,the classroom whiteboard is dangerously loose. on the 3rd floor.,ACADEMIC
The classroom whiteboard is dangerously loose,The classroom whiteboard is dangerously loose. outside the main gate.,ACADEMIC
The classroom whiteboard is dripping water,The classroom whiteboard is dripping water.,ACADEMIC
The classroom whiteboard is dripping water,The classroom whiteboard is dripping water. in Block B.,ACADEMIC
The classroom whiteboard is dripping water,The classroom whiteboard is dripping water. in the basement.,ACADEMIC
The classroom whiteboard is dripping water,The classroom whiteboard is dripping water. in the chemistry lab.!!!,ACADEMIC
The classroom whiteboard is dripping water,The classroom whiteboard is dripping water. in the gym.,ACADEMIC
the classroom whiteboard is dripping water,the classroom whiteboard is dripping water. near the cafeteria.,ACADEMIC
The classroom whiteboard is dripping water,The classroom whiteboard is dripping water. on the 3rd floor.,ACADEMIC
The classroom whiteboard is flooded,The classroom whiteboard is flooded.,ACADEMIC
The classroom whiteboard is flooded,The classroom whiteboard is flooded. in the auditorium.!!!,ACADEMIC
The classroom whiteboard is flooded,The classroom whiteboard is flooded. in the gym.,ACADEMIC
The classroom whiteboard is flooded,The classroom whiteboard is flooded. in the gym.!!!,ACADEMIC
The classroom whiteboard is flooded,The classroom whiteboard is flooded. in the staff room.,ACADEMIC
The classroom whiteboard is leaking,The classroom whiteboard is leaking.,ACADEMIC
The classroom whiteboard is leaking,The classroom whiteboard is leaking. in Block B.,ACADEMIC
the classroom whiteboard is leaking,the classroom whiteboard is leaking. in room 302.,ACADEMIC
The classroom whiteboard is leaking,The classroom whiteboard is leaking. in the basement.,ACADEMIC
The classroom whiteboard is leaking,The classroom whiteboard is leaking. in the basement.!!!,ACADEMIC
the classroom whiteboard is leaking,the classroom whiteboard is leaking. in the guest house.,ACADEMIC
the classroom whiteboard is leaking,the classroom whiteboard is leaking. in the staff room.,ACADEMIC
The classroom whiteboard is leaking,The classroom whiteboard is leaking. on the 3rd floor.,ACADEMIC
The classroom whiteboard is making a loud noise,The classroom whiteboard is making a loud noise.,ACADEMIC
The classroom whiteboard is making a loud noise,The classroom whiteboard is making a loud noise. in the basement.,ACADEMIC
The classroom whiteboard is making a loud noise,The classroom whiteboard is making a loud noise. near the cafeteria.!!!,ACADEMIC
The classroom whiteboard is making a loud noise,The classroom whiteboard is making a loud noise. near the tennis court.,ACADEMIC
The classroom whiteboard is making a loud noise,The classroom whiteboard is making a loud noise. on the 3rd floor.,ACADEMIC
The classroom whiteboard is not turning on,The classroom whiteboard is not turning on.,ACADEMIC
The classroom whiteboard is not turning on,The classroom whiteboard is not turning on. in Room 302.,ACADEMIC
The classroom whiteboard is not turning on,The classroom whiteboard is not turning on. in Room 302.!!!,ACADEMIC
The classroom whiteboard is not turning on,The classroom whiteboard is not turning on. in the auditorium.,ACADEMIC
The classroom whiteboard is not turning on,The classroom whiteboard is not turning on. in the hallway.!!!,ACADEMIC
The classroom whiteboard is overflowing with trash,The classroom whiteboard is overflowing with trash.,ACADEMIC
The classroom whiteboard is overflowing with trash,The classroom whiteboard is overflowing with trash. in Block B.,ACADEMIC
The classroom whiteboard is overflowing with trash,The classroom whiteboard is overflowing with trash. in the basement.,ACADEMIC
The classroom whiteboard is overflowing with trash,The classroom whiteboard is overflowing with trash. in the chemistry lab.,ACADEMIC
the classroom whiteboard is overflowing with trash,the classroom whiteboard is overflowing with trash. in the guest house.,ACADEMIC
The classroom whiteboard is overflowing with trash,The classroom whiteboard is overflowing with trash. in the gym.,ACADEMIC
the classroom whiteboard is overflowing with trash,the classroom whiteboard is overflowing with trash. in the hallway.,ACADEMIC
The classroom whiteboard is overflowing with trash,The classroom whiteboard is overflowing with trash. near the cafeteria.!!!,ACADEMIC
The classroom whiteboard is overflowing with trash,The classroom whiteboard is overflowing with trash. outside the main gate.!!!,ACADEMIC
The classroom whiteboard is shattered,The classroom whiteboard is shattered.,ACADEMIC
The classroom whiteboard is shattered,The classroom whiteboard is shattered. in Block B.,ACADEMIC
The classroom whiteboard is shattered,The classroom whiteboard is shattered. in the basement.,ACADEMIC
The classroom whiteboard is stuck,The classroom whiteboard is stuck.,ACADEMIC
The classroom whiteboard is stuck,The classroom whiteboard is stuck. in the gym.,ACADEMIC
the classroom whiteboard is stuck,the classroom whiteboard is stuck. in the hallway.,ACADEMIC
The classroom whiteboard needs urgent repair,The classroom whiteboard needs urgent repair.,ACADEMIC
The classroom whiteboard needs urgent repair,The classroom whiteboard needs urgent repair. in Room 302.,ACADEMIC
the classroom whiteboard needs urgent repair,the classroom whiteboard needs urgent repair. in the auditorium.,ACADEMIC
the classroom whiteboard needs urgent repair,the classroom whiteboard needs urgent repair. in the basement.,ACADEMIC
The classroom whiteboard needs urgent repair,The classroom whiteboard needs urgent repair. in the chemistry lab.,ACADEMIC
The classroom whiteboard needs urgent repair,The classroom whiteboard needs urgent repair. in the hallway.,ACADEMIC
The common room TV closes too early,The common room TV closes too early.,HOSTEL
The common room TV closes too early,The common room TV closes too early. in block D.,HOSTEL
The common room TV closes too early,The common room TV closes too early. in the common area.,HOSTEL
The common room TV closes too early,The common room TV closes too early. in the girls dormitory.,HOSTEL
The common room TV closes too early,The common room TV closes too early. in the laundry room.,HOSTEL
The common room TV closes too early,The common room TV closes too early. near the entrance.,HOSTEL
The common room TV has a strange smell,The common room TV has a strange smell.,HOSTEL
The common room TV has a strange smell,The common room TV has a strange smell. in my room.,HOSTEL
The common room TV has a strange smell,The common room TV has a strange smell. in the changing room.,HOSTEL
The common room TV has a strange smell,The common room TV has a strange smell. in the common area.,HOSTEL
The common room TV has a strange smell,The common room TV has a strange smell. in the girls dormitory.!!!,HOSTEL
The common room TV has a strange smell,The common room TV has a strange smell. in the laundry room.,HOSTEL
the common room tv has a strange smell,the common room tv has a strange smell. near the entrance.,HOSTEL
The common room TV has no hot water,The common room TV has no hot water.,HOSTEL
the common room tv has no hot water,the common room tv has no hot water. in hostel c.,HOSTEL
the common room tv has no hot water,the common room tv has no hot water. in the changing room.,HOSTEL
The common room TV has no hot water,The common room TV has no hot water. in the common area.,HOSTEL
The common room TV has no hot water,The common room TV has no hot water. on the 2nd floor.,HOSTEL
The common room TV is broken,The common room TV is broken.,HOSTEL
the common room tv is broken,the common room tv is broken. in my room.,HOSTEL
The common room TV is broken,The common room TV is broken. in the boys wing.,HOSTEL
The common room TV is broken,The common room TV is broken. in the boys wing.!!!,HOSTEL
The common room TV is broken,The common room TV is broken. in the dining hall.,HOSTEL
The common room TV is broken,The common room TV is broken. in the laundry room.!!!,HOSTEL
The common room TV is broken,The common room TV is broken. near the entrance.,HOSTEL
the common room tv is broken,the common room tv is broken. on the 2nd floor.,HOSTEL
The common room TV is completely dusty,The common room TV is completely dusty.,HOSTEL
the common room tv is completely dusty,the common room tv is completely dusty. in block d.,HOSTEL
The common room TV is completely dusty,The common room TV is completely dusty. in Hostel C.,HOSTEL
The common room TV is completely dusty,The common room TV is completely dusty. in the changing room.,HOSTEL
the common room tv is completely dusty,the common room tv is completely dusty. in the common area.,HOSTEL
The common room TV is completely dusty,The common room TV is completely dusty. in the dining hall.,HOSTEL
The common room TV is completely dusty,The common room TV is completely dusty. near the entrance.,HOSTEL
The common room TV is completely dusty,The common room TV is completely dusty. on the 2nd floor.!!!,HOSTEL
The common room TV is extremely rude,The common room TV is extremely rude. in my room.,HOSTEL
The common room TV is extremely rude,The common room TV is extremely rude. in the changing room.,HOSTEL
The common room TV is extremely rude,The common room TV is extremely rude. in the common area.,HOSTEL
The common room TV is extremely rude,The common room TV is extremely rude. in the dining hall.,HOSTEL
The common room TV is infested with bedbugs,The common room TV is infested with bedbugs.,HOSTEL
The common room TV is infested with bedbugs,The common room TV is infested with bedbugs. in my room.,HOSTEL
The common room TV is infested with bedbugs,The common room TV is infested with bedbugs. in the boys wing.,HOSTEL
the common room tv is infested with bedbugs,the common room tv is infested with bedbugs. in the girls dormitory.,HOSTEL
The common room TV is infested with bedbugs,The common room TV is infested with bedbugs. near the entrance.,HOSTEL
The common room TV is infested with bedbugs,The common room TV is infested with bedbugs. on the 2nd floor.,HOSTEL
The common room TV is making squeaky noises,The common room TV is making squeaky noises.,HOSTEL
